Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Numerator,Denominator,"Observed Rate Per 1,000",Footnote,Measure Start Date,Measure End Date
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","1517","0","","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","1","1073","0.93","","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Postoperative Hip Fracture (PSI08)","PSI-8","0","1303","0","","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Perioperative Bleeding/Bruise (PSI09)","PSI-9","0","36","0","","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Postoperative Respiratory Failure (PSI11)","PSI-11","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","0","36","0","","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Postoperative Sepsis (PSI13)","PSI-13","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"01019F","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","215 PERRY HILL ROAD","MONTGOMERY","AL","36109","MONTGOMERY","3342604100","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","46","0","","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Pressure Ulcer Rate (PSI03)","PSI-3","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Collapsed lung due to medical treatment (PSI06)","PSI-6","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Postoperative Hip Fracture (PSI08)","PSI-8","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Perioperative Bleeding/Bruise (PSI09)","PSI-9","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Postoperative Respiratory Failure (PSI11)","PSI-11","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Postoperative Sepsis (PSI13)","PSI-13","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"01021F","TUSCALOOSA VA MEDICAL CENTER","3701 LOOP ROAD EAST","TUSCALOOSA","AL","35404","TUSCALOOSA","2055542000","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Pressure Ulcer Rate (PSI03)","PSI-3","7","4192","1.67","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Inpatient Surgical Deaths (PSI04)","PSI-4","6","51","117.65","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Collapsed lung due to medical treatment (PSI06)","PSI-6","1","8200","0.12","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","4935","0","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Postoperative Hip Fracture (PSI08)","PSI-8","1","6881","0.15","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Perioperative Bleeding/Bruise (PSI09)","PSI-9","1","1609","0.62","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","2","974","2.05","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Postoperative Respiratory Failure (PSI11)","PSI-11","5","825","6.06","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","9","1702","5.29","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Postoperative Sepsis (PSI13)","PSI-13","2","869","2.3","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","403","0","","10/01/2015","06/30/2017"
"03012F","PHOENIX VA MEDICAL CENTER","650 E. INDIAN SCHOOL ROAD","PHOENIX","AZ","85012","MARICOPA","6022226444","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","1180","0","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Pressure Ulcer Rate (PSI03)","PSI-3","3","6333","0.47","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Inpatient Surgical Deaths (PSI04)","PSI-4","13","103","126.21","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Collapsed lung due to medical treatment (PSI06)","PSI-6","3","9813","0.31","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","6283","0","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Postoperative Hip Fracture (PSI08)","PSI-8","0","7930","0","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Perioperative Bleeding/Bruise (PSI09)","PSI-9","5","2701","1.85","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","5","1754","2.85","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Postoperative Respiratory Failure (PSI11)","PSI-11","10","1340","7.46","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","15","2878","5.21","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Postoperative Sepsis (PSI13)","PSI-13","9","1742","5.17","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","575","0","","10/01/2015","06/30/2017"
"03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 SOUTH SIXTH AVENUE","TUCSON","AZ","85723","PIMA","5206291821","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","1353","0","","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Pressure Ulcer Rate (PSI03)","PSI-3","0","743","0","","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","1675","0","","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","1096","0","","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Postoperative Hip Fracture (PSI08)","PSI-8","0","1420","0","","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Perioperative Bleeding/Bruise (PSI09)","PSI-9","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Postoperative Respiratory Failure (PSI11)","PSI-11","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Postoperative Sepsis (PSI13)","PSI-13","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","AZ","86313","YAVAPAI","9284454860","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Pressure Ulcer Rate (PSI03)","PSI-3","0","1779","0","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","3168","0","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","2023","0","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Postoperative Hip Fracture (PSI08)","PSI-8","0","2681","0","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Perioperative Bleeding/Bruise (PSI09)","PSI-9","0","151","0","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","0","60","0","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Postoperative Respiratory Failure (PSI11)","PSI-11","1","57","17.54","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","1","160","6.25","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Postoperative Sepsis (PSI13)","PSI-13","0","47","0","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","83","0","","10/01/2015","06/30/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","297","0","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Pressure Ulcer Rate (PSI03)","PSI-3","14","6139","2.28","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Inpatient Surgical Deaths (PSI04)","PSI-4","6","97","61.86","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Collapsed lung due to medical treatment (PSI06)","PSI-6","4","11379","0.35","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","6216","0","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Postoperative Hip Fracture (PSI08)","PSI-8","0","8787","0","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Perioperative Bleeding/Bruise (PSI09)","PSI-9","5","2480","2.02","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","3","1525","1.97","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Postoperative Respiratory Failure (PSI11)","PSI-11","4","1079","3.71","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","7","2574","2.72","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Postoperative Sepsis (PSI13)","PSI-13","11","1475","7.46","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","514","0","","10/01/2015","06/30/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","2","1122","1.78","","10/01/2015","06/30/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Pressure Ulcer Rate (PSI03)","PSI-3","0","2702","0","","10/01/2015","06/30/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","4922","0","","10/01/2015","06/30/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","3133","0","","10/01/2015","06/30/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Postoperative Hip Fracture (PSI08)","PSI-8","0","3838","0","","10/01/2015","06/30/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Perioperative Bleeding/Bruise (PSI09)","PSI-9","1","759","1.32","","10/01/2015","06/30/2017"
